County Name,Median Home Price,FIPS,Population,Median Income,Housing Affordability Index,Classification
"Manistee County, Michigan",202790,26101,24939,54428,26.83958775087529,Rural
"Carter County, Tennessee",202670,47019,56314,44280,21.84832486307791,Suburban
"Clinton County, New York",202250,36019,80095,62470,30.88751545117429,Rural
"Newton County, Missouri",202240,29145,58634,55820,27.600870253164555,Suburban
"Dodge County, Nebraska",202190,31053,37249,60962,30.150848212077747,Rural
"Washington County, Iowa",202100,19183,22525,66908,33.10638298,Suburban
"Logan County, Ohio",201970,39091,45997,64196,31.78491855226024,Rural
"Rutherford County, North Carolina",201940,37161,64592,45500,22.531444983658517,Rural
"Isabella County, Michigan",201930,26073,65623,48840,24.186599316594855,Rural
"Winnebago County, Illinois",201910,17201,285471,57779,28.61621515,Suburban
"Dade County, Georgia",201900,13083,16313,47675,23.61317483902922,Suburban
"Macon County, Tennessee",201570,47111,24954,43605,21.632683435034973,Urban
"Edgefield County, South Carolina",201460,45037,25938,55183,27.391541745259605,Suburban
"Newaygo County, Michigan",201310,26123,49653,54235,26.94103621280612,Rural
"Orange County, Texas",201310,48361,85045,68756,34.15428940440117,Suburban
"Delaware County, New York",201300,36025,44644,52757,26.20814704421262,Rural
"Ogle County, Illinois",201180,17141,51787,67534,33.56894323491401,Rural
"Turner County, South Dakota",201150,46125,8621,66199,32.910265970668654,Suburban
"Comanche County, Oklahoma",201140,40031,121502,54483,27.08710350999304,Suburban
"Schoharie County, New York",201130,36095,29936,64220,31.92959777258489,Suburban
"Barry County, Missouri",201080,29009,34648,49574,24.653869106823155,Rural
"San Juan County, Utah",201070,49037,14610,52400,26.06057591883424,Rural
"Stone County, Mississippi",201040,28131,18356,50807,25.27208515718265,Rural
"Borden County, Texas",200990,48033,550,68500,34.08129757699388,Rural
"Howard County, Missouri",200810,29089,10147,58596,29.17982172,Rural
"Pottawatomie County, Oklahoma",200680,40125,72331,54896,27.354993023719352,Rural
"Dallas County, Missouri",200610,29059,16946,44948,22.40566272867753,Suburban
"Clinton County, Illinois",200530,17027,37048,72468,36.138233680746026,Urban
"Aleutians East Borough, Alaska",200490,2013,3409,72258,36.040700284303455,Rural
"Boone County, Iowa",200490,19015,26721,70984,35.40525712005586,Rural
"Adams County, Indiana",200450,18001,35685,56037,27.95559990022449,Rural
"Forrest County, Mississippi",200210,28035,77743,45780,22.86599070975476,Suburban
"Hopkins County, Texas",200010,48223,36666,57745,28.87105644717764,Rural
"McDowell County, North Carolina",199970,37111,44527,50615,25.311296694504176,Rural
"Brown County, Minnesota",199960,27015,25894,62999,31.505801160232043,Rural
"Yates County, New York",199930,36123,24808,57635,28.82758965637973,Urban
"Grant County, Minnesota",199820,27051,6045,60781,30.417876088479638,Rural
"Mackinac County, Michigan",199780,26097,10814,52989,26.523676043648013,Rural
"Chester County, Tennessee",199610,47023,17278,52692,26.39747507639898,Suburban
"Tate County, Mississippi",199450,28137,28123,54839,27.495111556781147,Urban
"Sangamon County, Illinois",199440,17167,196759,66149,33.167368632170074,Suburban
"Champaign County, Ohio",199390,39021,38678,62865,31.528662420382165,Rural
"Divide County, North Dakota",199380,38023,2196,83438,41.84873106630555,Rural
"East Feliciana Parish, Louisiana",199350,22037,19588,58125,29.157261098570352,Suburban
"Menard County, Illinois",199310,17129,12343,79743,40.00953289,Suburban
"Spencer County, Indiana",199210,18147,19949,59624,29.93022438632599,Rural
"Noble County, Indiana",199070,18113,47293,63292,31.793841362334856,Rural
"Ector County, Texas",198960,48135,161258,64975,32.657318053880175,Suburban
"Rapides Parish, Louisiana",198820,22079,130459,49639,24.96680414445227,Suburban
"Clinton County, Pennsylvania",198810,42035,37824,53792,27.05698908505608,Rural
"Lafourche Parish, Louisiana",198770,22057,97677,58747,29.55526487900589,Suburban
"Fall River County, South Dakota",198670,46047,6979,51007,25.67423365379776,Rural
"Essex County, Vermont",198540,50009,5972,48194,24.274201672207116,Rural
"Caddo Parish, Louisiana",198390,22017,239775,43153,21.751600383083822,Suburban
"Cleburne County, Arkansas",198350,5023,24848,48400,24.401310814217293,Rural
"Marion County, Arkansas",198350,5089,16750,41038,20.68968994202168,Rural
"Carroll County, Indiana",198350,18015,20288,56929,28.701285606251574,Suburban
"Madison County, Illinois",198170,17119,266112,66882,33.749810768532065,Urban
"Crawford County, Georgia",197800,13079,12159,53132,26.86147623862488,Suburban
"Sully County, South Dakota",197800,46119,1279,59688,30.17593528816987,Rural
"Brown County, Ohio",197680,39015,43694,59766,30.23371104815864,Urban
"Huntingdon County, Pennsylvania",197630,42061,44458,57055,28.86960481708243,Rural
"Nacogdoches County, Texas",197620,48347,64822,47306,23.93786054043113,Rural
"Greenwood County, South Carolina",197460,45047,69338,44513,22.542793477159933,Rural
"Baxter County, Arkansas",197360,5005,41476,43530,22.056141062018646,Rural
"Marion County, Tennessee",197330,47115,28679,53148,26.933563066943695,Suburban
"Phelps County, Nebraska",197240,31137,8972,61606,31.23402960859866,Rural
"Coos County, New Hampshire",197200,33007,31360,52054,26.39655172413793,Rural
"Roberts County, Texas",197200,48393,724,62717,31.80375253549696,Rural
"Foster County, North Dakota",197130,38031,3396,71250,36.14366154314412,Rural
"Adams County, Nebraska",197100,31001,31284,57783,29.316590563165907,Rural
"Juneau County, Wisconsin",197100,55057,26595,58561,29.71131405377981,Rural
"Charles Mix County, South Dakota",197070,46023,9346,52981,26.884355812655404,Rural
"Houston County, Tennessee",196890,47083,8238,46535,23.635024633043837,Rural
"Roger Mills County, Oklahoma",196670,40129,3477,58385,29.68678496974628,Rural
"Shelby County, Indiana",196560,18145,44825,64070,32.5956451,Urban
"Buchanan County, Missouri",196510,29021,85545,54073,27.516665818533408,Suburban
"Polk County, Georgia",196410,13233,42692,48958,24.92642940787129,Rural
"Schley County, Georgia",196410,13249,4622,50586,25.75530777455323,Rural
"Carroll County, Ohio",196360,39019,26866,55954,28.495620289264615,Suburban
"Webb County, Texas",195790,48479,266963,54618,27.89621533275448,Suburban
"Hocking County, Ohio",195720,39073,28180,56755,28.998058450848152,Urban
"Calhoun County, Illinois",195680,17013,4537,74792,38.22158626,Urban
"Grundy County, Iowa",195620,19075,12336,74552,38.11062263572232,Suburban
"Preble County, Ohio",195270,39135,41027,60527,30.99656885338249,Rural
"Calhoun County, Michigan",195190,26025,134207,53286,27.29955428044469,Suburban
"Kalkaska County, Michigan",195190,26079,17813,50363,25.802039038885187,Rural
"Wadena County, Minnesota",195190,27159,14009,50100,25.66729852963779,Rural
"Miller County, Missouri",195130,29131,24643,47288,24.23410034336084,Rural
"Saline County, Kansas",195090,20169,54378,55175,28.28181864780358,Rural
"Tift County, Georgia",194920,13277,41148,46245,23.725117997127025,Rural
"York County, Nebraska",194900,31185,14164,66337,34.03642893791688,Rural
"Harney County, Oregon",194890,41025,7454,42095,21.599363743650265,Rural
"Greene County, Arkansas",194790,5055,45665,51367,26.370450228451155,Rural
"Montague County, Texas",194680,48337,19850,59127,30.37137867269365,Rural
"Buchanan County, Iowa",194530,19019,20598,71024,36.51056392330232,Rural
"Ashland County, Ohio",194490,39005,52658,58168,29.90796441976451,Rural
"Jefferson County, Texas",194470,48245,256755,53613,27.568776675065564,Suburban
"Campbell County, Tennessee",194440,47013,39388,46110,23.71425632585888,Suburban
"Bowman County, North Dakota",194120,38011,3024,76447,39.38131052956934,Rural
"Rowan County, Kentucky",193930,21205,24654,45681,23.555406590006704,Rural
"Gallatin County, Kentucky",193910,21077,8694,54978,28.352328399773093,Urban
"Franklin County, Georgia",193880,13119,23256,49636,25.601402929647204,Rural
"Delaware County, Iowa",193870,19055,17508,69319,35.75540310517357,Rural
"Muskingum County, Ohio",193410,39119,86346,52224,27.001706219947263,Rural
"Tazewell County, Illinois",193300,17179,131977,68860,35.62338334195551,Suburban
"Bosque County, Texas",193280,48035,18275,59328,30.695364238410598,Rural
"Jones County, Georgia",193200,13169,28297,61701,31.936335403726705,Suburban
"St. Joseph County, Michigan",193180,26149,60828,57080,29.54757221244435,Rural
"Baldwin County, Georgia",192990,13009,43876,50413,26.122078864189856,Rural
"Marshall County, South Dakota",192990,46091,4373,69236,35.875433960308825,Rural
"Lawrence County, Tennessee",192750,47099,43967,45721,23.720363164721142,Rural
"Cherokee County, Alabama",192740,1019,24975,43475,22.55629345231919,Rural
"Allen County, Ohio",192720,39003,102462,55114,28.59796596097966,Suburban
"Jersey County, Illinois",192660,17083,21533,71655,37.192463407038304,Urban
"Bedford County, Pennsylvania",192660,42009,47729,54596,28.33800477525174,Rural
"Eureka County, Nevada",192480,32011,1603,68307,35.48784289276808,Rural
"Clark County, Wisconsin",192230,55019,34655,57547,29.93653435988139,Rural
"Tipton County, Indiana",192160,18159,15290,65983,34.337531223980015,Rural
"Murray County, Georgia",192120,13213,39853,53821,28.01426191963356,Suburban
"Polk County, Tennessee",192030,47139,17502,49446,25.74910170285893,Suburban
"Levy County, Florida",191880,12075,42392,43029,22.424953095684803,Rural
"Nobles County, Minnesota",191780,27105,22223,57101,29.774220460944832,Rural
"Florence County, South Carolina",191710,45041,137276,51902,27.073183454175577,Suburban
"Fulton County, Ohio",191510,39051,42709,65418,34.15905174664508,Suburban
"Grady County, Georgia",191360,13131,26076,47721,24.937813545150505,Rural
"Gaines County, Texas",191310,48165,21167,67728,35.40222675239141,Rural
"St. James Parish, Louisiana",191300,22093,20390,56207,29.381599581808675,Urban
"Traill County, North Dakota",191240,38097,8008,73113,38.23101861535243,Rural
"Colbert County, Alabama",191230,1033,56789,52017,27.20127595042619,Suburban
"Freestone County, Texas",191030,48161,19478,55910,29.267654295136893,Rural
"Buckingham County, Virginia",191020,51029,16832,49841,26.09203224793216,Suburban
"Thomas County, Kansas",190920,20193,7902,69844,36.58286193169914,Rural
"Marshall County, Kentucky",190840,21157,31662,58989,30.910186543701528,Rural
"Muscatine County, Iowa",190830,19139,43145,61547,32.25226641513389,Rural
"Angelina County, Texas",190750,48005,86584,52377,27.458453473132373,Rural
"Matagorda County, Texas",190750,48321,36323,48566,25.46055046,Rural
"Gasconade County, Missouri",190710,29073,14803,58956,30.91395312254208,Rural
"Jackson County, Indiana",190640,18071,45948,59504,31.212757028955096,Rural
"Beckham County, Oklahoma",190590,40009,22349,50365,26.42583556325096,Rural
"Carroll County, Iowa",190300,19027,20756,61157,32.137151865475566,Rural
"Barren County, Kentucky",190270,21009,44277,44254,23.25852735586272,Rural
"Boone County, Arkansas",190230,5009,37445,48625,25.561162802922777,Rural
"Glacier County, Montana",190230,30035,13827,39441,20.73332281974452,Rural
"Merrick County, Nebraska",190080,31121,7687,57778,30.396675084175083,Suburban
"Young County, Texas",190050,48503,17894,52074,27.40015785319653,Rural
"Scotts Bluff County, Nebraska",189940,31157,36229,56588,29.792566073496896,Rural
"Jones County, Iowa",189910,19105,20680,63279,33.32052024643252,Suburban
"Hardy County, West Virginia",189860,54031,14269,46592,24.54018751,Rural
"Warren County, Tennessee",189680,47177,40801,46189,24.351012231126106,Rural
"Cabell County, West Virginia",189680,54011,94622,43779,23.080451286377052,Suburban
"Hickman County, Tennessee",189670,47081,24848,48527,25.58496335741024,Urban
"Pontotoc County, Oklahoma",189350,40123,38102,55862,29.50198046,Rural
"Oceana County, Michigan",189160,26127,26555,56454,29.844576020300277,Rural
"Washington County, Kentucky",189150,21229,11957,59049,31.21808088818398,Rural
"Montgomery County, Indiana",189120,18107,37967,58311,30.83280456852792,Rural
"Northumberland County, Pennsylvania",189120,42097,91853,51005,26.969648900169208,Rural
"Allamakee County, Iowa",188840,19005,14068,59461,31.48750264774412,Rural
"Rusk County, Texas",188790,48401,52542,60330,31.956141744795808,Suburban
"Jasper County, Iowa",188710,19099,37686,63182,33.48100259657676,Rural
"Stephens County, Georgia",188690,13257,26641,50194,26.60130372568764,Rural
"Pope County, Arkansas",188660,5115,63234,47322,25.08321848828581,Rural
"Mecosta County, Michigan",188590,26107,40051,48440,25.685349170157483,Rural
"Geary County, Kansas",188530,20061,36514,54664,28.994854930249826,Rural
"Pendleton County, Kentucky",188450,21191,14625,57619,30.575218890952502,Urban
"Etowah County, Alabama",188330,1055,103468,46984,24.947698189348483,Suburban
"Ottawa County, Kansas",188230,20143,5778,57455,30.523827232640915,Rural
"Powder River County, Montana",188180,30075,1759,55833,29.66999681,Rural
"San Miguel County, New Mexico",188090,35047,27357,36492,19.401350417353395,Rural
"DeKalb County, Missouri",187940,29063,11639,59462,31.638820900287325,Suburban
"Sanilac County, Michigan",187870,26151,40829,52459,27.92303188,Rural
"Aroostook County, Maine",187850,23003,67272,47278,25.16795315411232,Rural
"Bradford County, Florida",187750,12007,27928,48803,25.993608521970707,Rural
"Henry County, Ohio",187700,39069,27618,64513,34.370271710175814,Rural
"Blount County, Alabama",187620,1009,58884,52830,28.15797889350816,Urban
"Larue County, Kentucky",187620,21123,14768,53555,28.544398251785523,Suburban
"Madison County, Arkansas",187610,5087,16496,47862,25.511433292468418,Suburban
"Grant County, Kansas",187560,20067,7430,60417,32.21209213051823,Rural
"Somerset County, Maine",187550,23025,50424,47488,25.320181284990667,Rural
"Allen County, Kentucky",187170,21003,20604,47495,25.375327242613665,Suburban
"Montgomery County, Kentucky",187030,21173,28084,49313,26.36635833823451,Rural
"Montgomery County, Alabama",186970,1101,229072,52511,28.08525431887469,Suburban
"Clay County, Tennessee",186920,47027,7568,38709,20.70885940509309,Rural
"DeKalb County, Indiana",186910,18033,43059,60757,32.50601894,Rural
"Mower County, Minnesota",186870,27099,39985,60386,32.31444319580457,Rural
"Osage County, Oklahoma",186530,40113,46140,54036,28.969066638074302,Suburban
"Butler County, Nebraska",186500,31023,8354,64837,34.76514745308311,Rural
"Henry County, Kentucky",185610,21103,15691,52301,28.177899897634827,Urban
"Lawrence County, Pennsylvania",185590,42073,86311,53106,28.61468829139501,Rural
"Hardin County, Texas",185320,48199,56124,65347,35.26170947550183,Suburban
"Haakon County, South Dakota",185270,46055,1868,51016,27.536028498947484,Rural
"Okeechobee County, Florida",185250,12093,39716,47020,25.38191632928475,Rural
"Perry County, Ohio",185250,39127,35439,58616,31.64156545209177,Urban
"Holt County, Nebraska",185120,31089,10175,60592,32.73120138288677,Rural
"Keith County, Nebraska",185120,31101,8312,54303,29.33394554883319,Rural
"Pettis County, Missouri",185050,29159,42919,51936,28.065928127533105,Rural
"Montgomery County, North Carolina",185010,37123,25891,50618,27.35960218366575,Rural
"Jackson County, West Virginia",184900,54035,28011,53165,28.753380205516493,Rural
"Cedar County, Nebraska",184850,31027,8401,69490,37.59264268325669,Rural
"Dyer County, Tennessee",184770,47045,36975,50245,27.19326730529848,Rural
"Kimble County, Texas",184720,48267,4295,55677,30.14129493287137,Rural
"Cuming County, Nebraska",184710,31039,9035,63125,34.17519354664068,Rural
"Calhoun County, Alabama",184640,1015,116425,50977,27.608860485268632,Suburban
"Ralls County, Missouri",184630,29173,10318,58829,31.863185831121704,Rural
"St. Bernard Parish, Louisiana",184600,22087,43821,52538,28.460455037919825,Urban
"Wythe County, Virginia",184480,51197,28347,52726,28.580875975715525,Rural
"Caswell County, North Carolina",184410,37033,22785,53279,28.891600238598773,Rural
"Grant County, West Virginia",184360,54023,11063,47224,25.615100889563895,Rural
"Tucker County, West Virginia",184230,54093,6822,49808,27.03577050426098,Rural
"Crawford County, Arkansas",184180,5033,60483,52057,28.264198067108264,Suburban
"Pearl River County, Mississippi",184180,28109,55972,53855,29.24041698338582,Rural
"Cocke County, Tennessee",184160,47029,35896,41558,22.56624674196351,Rural
"Washington County, Florida",184070,12133,24906,41806,22.71201173466616,Rural
"Sussex County, Virginia",184010,51183,10960,56968,30.95918700070649,Urban
"Nodaway County, Missouri",183940,29147,21571,47669,25.91551592910732,Rural
"Lawrence County, Alabama",183850,1079,33089,51712,28.12727767201523,Suburban
"Barnes County, North Dakota",183850,38003,10869,64016,34.81968996464509,Rural
"Jackson County, Tennessee",183700,47087,11626,41890,22.80348394120849,Rural
"Missaukee County, Michigan",183560,26113,15038,50695,27.617672695576378,Rural
"Jackson County, Iowa",183540,19097,19499,65541,35.70938215102975,Rural
"LaSalle County, Illinois",183410,17099,109986,62825,34.25385747778202,Rural
"Schuyler County, New York",183300,36097,17920,56437,30.78941625750136,Rural
"St. John the Baptist Parish, Louisiana",183200,22095,42704,60743,33.15665938864629,Urban
"Dakota County, Nebraska",182940,31043,21284,63053,34.46649174592763,Suburban
"Hardin County, Tennessee",182780,47071,26722,45092,24.670095196410983,Rural
"Conejos County, Colorado",182680,8021,7579,38536,21.094810597766585,Rural
"Shelby County, Iowa",182610,19165,11750,62222,34.073708997316686,Rural
"Wheatland County, Montana",182600,30107,2082,38893,21.299561883899237,Rural
"Cherokee County, Oklahoma",182580,40021,47307,47421,25.972724285244823,Rural
"Gage County, Nebraska",182510,31067,21706,55000,30.13533505013424,Rural
"Darke County, Ohio",182400,39037,51839,57440,31.49122807017544,Rural
"Doddridge County, West Virginia",182350,54017,7929,58750,32.21826158486427,Rural
"Murray County, Oklahoma",182300,40099,13874,54160,29.70927043335162,Rural
"Curry County, New Mexico",182210,35009,48716,51199,28.098896877229567,Rural
"Ashtabula County, Ohio",182130,39007,97869,49680,27.277219568440124,Rural
"Box Butte County, Nebraska",182100,31013,10821,63366,34.79736408566721,Rural
"Hand County, South Dakota",182070,46059,3061,61121,33.57005547316966,Rural
"Lincoln Parish, Louisiana",182060,22061,48415,38458,21.123805338899267,Rural
"Harvey County, Kansas",182030,20079,34006,60653,33.32033181343734,Suburban
"Marion County, Missouri",182010,29127,28564,56213,30.884566782044946,Rural
"Pendleton County, West Virginia",181950,54071,6249,46506,25.559769167353668,Rural
"Guthrie County, Iowa",181910,19077,10599,67625,37.17497663679842,Suburban
"Northwest Arctic Borough, Alaska",181850,2188,7776,68654,37.75309320868848,Rural
"Mahoning County, Ohio",181850,39099,229044,50750,27.907616167170744,Suburban
"Sutton County, Texas",181770,48435,3417,61538,33.85487154095836,Rural
"Lowndes County, Mississippi",181750,28087,58904,49660,27.323246217331494,Rural
"Lucas County, Ohio",181650,39095,431212,53176,29.27387833746215,Suburban
"Linn County, Kansas",181630,20107,9667,52339,28.81627484446402,Urban
"Modoc County, California",181610,6049,8723,51090,28.131710808876164,Rural
"Huron County, Ohio",181580,39077,58583,59049,32.51955061,Rural
"Wyandot County, Ohio",181580,39175,21933,61626,33.93875977530565,Rural
"Dawes County, Nebraska",181410,31045,8383,51925,28.623008654429192,Rural
"Kingsbury County, South Dakota",181340,46077,5131,62634,34.53953898753722,Rural
"Russell County, Alabama",181230,1113,58695,44065,24.31440710699112,Suburban
"Iberville Parish, Louisiana",181180,22047,30651,52994,29.249365272105088,Suburban
"Benton County, Missouri",181180,29015,19351,45533,25.13136107738161,Rural
"San Jacinto County, Texas",181110,48407,27380,46678,25.77328695268069,Rural
"Piscataquis County, Maine",180910,23021,16760,46948,25.95102537,Rural
"Claiborne County, Tennessee",180790,47025,31958,41938,23.19707948448476,Rural
"Hopewell city, Virginia",180740,51670,23020,44209,24.459997786876176,Urban
"Delta County, Texas",180550,48119,5251,58705,32.514538908889506,Rural
"Wayne County, Georgia",180530,13305,30118,45115,24.990306320279178,Rural
"Pointe Coupee Parish, Louisiana",180460,22077,20951,50431,27.945805164579408,Suburban
"Iron County, Wisconsin",180360,55051,6074,48908,27.11687735639832,Rural
"Clayton County, Iowa",180100,19043,17173,58148,32.28650749583565,Rural
"Freeborn County, Minnesota",180060,27047,30882,59862,33.24558480506498,Rural
"Mayes County, Oklahoma",179950,40097,39303,52956,29.42817449,Rural
"Pershing County, Nevada",179940,32027,6668,62841,34.92330776925642,Rural
"Bowie County, Texas",179870,48037,92957,54949,30.549285595152053,Suburban
"Union County, Florida",179790,12125,16141,55463,30.84876800711941,Rural
"Martin County, Indiana",179720,18101,9885,57199,31.82673046961941,Rural
"Red Willow County, Nebraska",179480,31145,10724,53387,29.745375529306887,Rural
"Price County, Wisconsin",179360,55099,14003,52052,29.02096342551293,Rural
"Decatur County, Georgia",179350,13087,29020,45134,25.165319208252026,Rural
"Osage County, Kansas",179330,20139,15811,61702,34.40695923716054,Suburban
"Switzerland County, Indiana",179030,18155,9870,56268,31.429369379433613,Rural
"Clark County, Idaho",178970,16033,839,48088,26.86930770520199,Rural
"Alcona County, Michigan",178970,26001,10138,46187,25.80711851148237,Rural
"Palo Pinto County, Texas",178970,48363,28303,59796,33.41118623232944,Rural
"Pike County, Alabama",178940,1109,33176,40106,22.41309936291494,Rural
"Lyman County, South Dakota",178860,46085,3746,55977,31.296544783629653,Rural
"Bates County, Missouri",178850,29013,16100,52093,29.126642437797035,Urban
"Oswego County, New York",178750,36075,118019,61983,34.6758042,Suburban
"Henderson County, Kentucky",178720,21101,45102,53635,30.010631154879142,Suburban
"Hyde County, North Carolina",178660,37095,4697,48577,27.189633941564985,Rural
"Washington County, Maine",178640,23029,31003,46689,26.135803851321093,Rural
"Mineral County, West Virginia",178640,54057,27045,57345,32.10087326466637,Suburban
"Richmond County, Georgia",178610,13245,205772,46237,25.887128380269864,Suburban
"Gibson County, Indiana",178590,18051,33017,59697,33.42684360826474,Rural
"Defiance County, Ohio",178590,39039,38329,65779,36.832409429419336,Rural
"Douglas County, Missouri",178550,29067,11808,45125,25.273032763931678,Rural
"Camp County, Texas",178550,48063,12498,50947,28.533744049285914,Rural
"Putnam County, Illinois",178510,17155,5638,67419,37.76763207,Rural
"Marinette County, Wisconsin",178500,55075,41720,55694,31.20112044817927,Rural
"Crawford County, Missouri",178370,29055,23204,46643,26.149576722543028,Rural
"Renville County, North Dakota",178090,38075,2328,71218,39.98989275085631,Rural
"Taylor County, Kentucky",178020,21217,25948,56890,31.95708347,Rural
"Delaware County, Oklahoma",178010,40041,40688,46588,26.171563395314863,Rural
"Garfield County, Oklahoma",178010,40047,62628,60732,34.11718442784114,Rural
"Keweenaw County, Michigan",177970,26083,2052,54010,30.347811428892516,Rural
"Wichita County, Texas",177940,48485,129419,53272,29.938181409463866,Suburban
"Richland County, North Dakota",177840,38077,16546,62481,35.13326585695007,Rural
"Giles County, Virginia",177840,51071,16764,57911,32.56354026090868,Suburban
"Schoolcraft County, Michigan",177820,26153,8004,54163,30.459453379822293,Rural
"Clay County, Iowa",177450,19041,16410,52307,29.47703578472809,Rural
"Genesee County, New York",177430,36037,58387,63734,35.92064476131432,Rural
"Wexford County, Michigan",177390,26165,33552,54114,30.50566548283443,Rural
"Cortland County, New York",177290,36023,46984,62163,35.062891308026394,Rural
"White County, Indiana",177090,18181,24593,60327,34.06572929019143,Rural
"Langlade County, Wisconsin",177070,55067,19469,53313,30.108431693680465,Rural
"Polk County, Texas",177010,48373,49372,52826,29.84351166600757,Rural
"Chippewa County, Michigan",176960,26033,37091,53079,29.994914104882454,Rural
"Milam County, Texas",176870,48331,24895,52810,29.85808786114095,Rural
"Marion County, Ohio",176830,39101,65515,51144,28.92269411298988,Rural
"Crittenden County, Arkansas",176720,5035,48338,46452,26.285649615210502,Urban
"Cerro Gordo County, Iowa",176660,19033,43185,58271,32.98482961621193,Rural
"Martin County, Minnesota",176650,27091,20070,57002,32.26832720067931,Rural
"Bryan County, Oklahoma",176630,40013,45809,49225,27.868991677517972,Rural
"Adair County, Missouri",176480,29001,25339,46639,26.427357207615596,Rural
"Leon County, Texas",176450,48289,15877,48676,27.586285066591103,Rural
"Owen County, Indiana",176340,18119,21280,53831,30.52682318248838,Suburban
"Henderson County, Tennessee",176340,47077,27800,47885,27.15492798003856,Rural
"Upshur County, West Virginia",176310,54097,23965,44470,25.222619250184337,Rural
"Washington County, Oklahoma",176080,40147,52382,55216,31.35847342,Rural
"Chickasaw County, Iowa",175990,19037,12021,67146,38.15330416500938,Rural
"Early County, Georgia",175930,13099,10813,39665,22.545898937077247,Rural
"Day County, South Dakota",175800,46037,5487,52775,30.019908987485778,Rural
"Lewis County, New York",175390,36049,26681,60049,34.23741376361252,Rural
"Henry County, Alabama",175170,1067,17165,55870,31.89473083290518,Suburban
"Delta County, Michigan",175100,26041,36836,51117,29.19303255282696,Rural
"Cedar County, Missouri",174820,29039,14184,41211,23.57338977233726,Rural
"Shannon County, Missouri",174820,29203,7185,41176,23.55336917972772,Rural
"Lewis County, Tennessee",174810,47101,12485,38664,22.117727818774668,Rural
"Wayne County, Tennessee",174810,47181,16350,45402,25.97219838681998,Rural
"Trimble County, Kentucky",174800,21223,8502,62125,35.54061784897025,Urban
"Owen County, Kentucky",174780,21187,11160,52450,30.009154365488044,Rural
"Clinton County, Indiana",174740,18023,33010,55582,31.80840105299302,Rural
"Graham County, North Carolina",174730,37075,8089,41977,24.02392262347622,Rural
"Pocahontas County, West Virginia",174700,54075,8006,37225,21.307956496851745,Rural
"Petroleum County, Montana",174540,30069,434,54375,31.15331729116535,Rural
"Vigo County, Indiana",174350,18167,106523,48552,27.84743332377402,Suburban
"Beadle County, South Dakota",174350,46005,18959,56692,32.51620303986235,Rural
"Hutchinson County, South Dakota",174350,46067,7412,62448,35.81760825924864,Rural
"Branch County, Michigan",174230,26023,44677,56077,32.185616713539574,Rural
"Williamson County, Illinois",174130,17199,67271,54682,31.402974788950782,Suburban
"De Baca County, New Mexico",174100,35011,1873,32750,18.81102814,Rural
"Suwannee County, Florida",174050,12121,43514,47218,27.128985923585176,Rural
"Hinds County, Mississippi",174030,28049,230772,46179,26.535080158593345,Suburban
"Harrison County, Iowa",174020,19085,14589,67950,39.04723594989082,Suburban
"Natchitoches Parish, Louisiana",173960,22069,37896,33965,19.524603357093586,Rural
"Newberry County, South Carolina",173850,45071,37842,50950,29.306873741731376,Rural
"Gibson County, Tennessee",173730,47053,50278,49615,28.55868301,Rural
"Charlotte County, Virginia",173470,51037,11605,45567,26.267942583732054,Rural
"Sumter County, Georgia",173410,13261,29690,36687,21.15621936451185,Rural
"Cameron Parish, Louisiana",173410,22023,5650,64525,37.20950348884147,Suburban
"Costilla County, Colorado",173370,8023,3517,35000,20.18803714598835,Rural
"Washington County, Indiana",173340,18175,28025,53932,31.11341871466482,Urban
"Stone County, Arkansas",173270,5137,12364,32813,18.937496392912795,Rural
"Adams County, Illinois",173230,17001,65878,58587,33.820354442071235,Rural
"Union County, Indiana",173080,18161,7098,60750,35.099376011093135,Urban
"Greenbrier County, West Virginia",172960,54025,33307,41694,24.106151711378352,Rural
"Lanier County, Georgia",172780,13173,9874,33956,19.65273758536868,Suburban
"Marion County, Kentucky",172670,21155,19556,48791,28.256790409451558,Rural
"Lincoln County, Oklahoma",172670,40081,33650,54578,31.608270110615628,Urban
"Saginaw County, Michigan",172650,26145,190540,52749,30.55256298870547,Suburban
"Ashland County, Wisconsin",172640,55003,16002,55070,31.898748841519925,Rural
"Rush County, Indiana",172530,18139,16706,58887,34.13145539906103,Rural
"Hendry County, Florida",172280,12051,39439,38843,22.546436034362667,Rural
"Lawrence County, Indiana",172110,18093,45133,60041,34.88524780663529,Rural
"Ransom County, North Dakota",172080,38073,5679,67480,39.21431892143189,Rural
"Warren County, Mississippi",172040,28149,45141,50686,29.46175308067891,Rural
"Guernsey County, Ohio",171930,39059,38542,48434,28.17076717268656,Rural
"Clark County, Arkansas",171850,5019,21569,45351,26.38987489089322,Rural
"Texas County, Oklahoma",171660,40139,21448,50781,29.58231387626704,Rural
"Calhoun County, Texas",171660,48057,20367,61887,36.05207969241524,Rural
"Henry County, Missouri",171640,29083,21884,49682,28.94546725704964,Rural
"Blaine County, Montana",171600,30005,7051,50847,29.63111888111888,Rural
"Highland County, Ohio",171530,39071,43162,52376,30.534600361452807,Rural
"Buena Vista city, Virginia",171520,51530,6649,42156,24.577891791044777,Rural
"Carter County, Montana",171460,30011,1349,41447,24.17298495275866,Rural
"Hamilton County, Texas",171260,48193,8211,44030,25.70944762349644,Rural
"Lamar County, Texas",171260,48277,49932,51561,30.10685507415625,Rural
